,Batsmen,Country,Runs,OUT,Mins,Balls,4's,6's,SR,inn,opp,ground,date,Year,100's,50's,30's,Stadium,cont
932,MJ Clarke,Australia,37,0,50,36,1,1,102.77,2,India,Melbourne,1-Feb-08,2008,0,0,1,Australia,Australia
933,TM Dowlin,West Indies,37,0,41,37,5,0,100,2,Bangladesh,Basseterre,2-Aug-09,2009,0,0,1,West Indies,North America
934,BJ Haddin,Australia,37,0,-,16,2,2,231.25,1,West Indies,Hobart,21-Feb-10,2010,0,0,1,Australia,Australia
935,YK Pathan,INDIA,37,0,27,24,2,3,154.16,2,Zimbabwe,Harare,12-Jun-10,2010,0,0,1,Zimbabwe,Africa
936,F du Plessis,South Africa,37,0,41,40,4,1,92.5,2,Pakistan,Dubai (DSC),13-Nov-13,2013,0,0,1,United Arab Emirates,Asia
937,CR Brathwaite,West Indies,37,0,-,24,2,2,154.16,1,Pakistan,Port of Spain,2-Apr-17,2017,0,0,1,West Indies,North America
938,MS Chapman,New Zealand,37,0,47,30,2,2,123.33,2,England,Hamilton,18-Feb-18,2018,0,0,1,New Zealand,Australia
939,AT Carey,Australia,37,0,-,24,2,2,154.16,2,Pakistan,Harare,5-Jul-18,2018,0,0,1,Zimbabwe,Africa
940,AJ Finch,Australia,37,0,-,16,5,2,231.25,2,Pakistan,Sydney,3-Nov-19,2019,0,0,1,Australia,Australia
941,MJ Clarke,Australia,37,1,33,24,0,3,154.16,2,South Africa,Johannesburg,24-Feb-06,2006,0,0,1,South Africa,Africa
942,S Chanderpaul,West Indies,37,1,54,31,3,2,119.35,1,Bangladesh,Johannesburg,13-Sep-07,2007,0,0,1,South Africa,Africa
943,PD Collingwood,England,37,1,33,28,1,2,132.14,1,Zimbabwe,Cape Town,13-Sep-07,2007,0,0,1,South Africa,Africa
944,MEK Hussey,Australia,37,1,37,25,3,1,148,1,Pakistan,Johannesburg,18-Sep-07,2007,0,0,1,South Africa,Africa
945,JA Morkel,South Africa,37,1,27,19,4,2,194.73,2,Australia,Johannesburg,27-Mar-09,2009,0,0,1,South Africa,Africa
946,G Gambhir,INDIA,37,1,42,31,3,1,119.35,2,Ireland,Nottingham,10-Jun-09,2009,0,0,1,England,Europe
947,RS Bopara,England,37,1,45,37,3,1,100,1,India,Lord's,14-Jun-09,2009,0,0,1,India,Asia
948,DS Smith,West Indies,37,1,34,27,3,2,137.03,2,Bangladesh,Basseterre,2-Aug-09,2009,0,0,1,West Indies,North America
949,SR Watson,Australia,37,1,30,19,1,4,194.73,1,West Indies,Hobart,21-Feb-10,2010,0,0,1,Australia,Australia
950,Yuvraj Singh,INDIA,37,1,43,30,3,2,123.33,1,South Africa,Gros Islet,2-May-10,2010,0,0,1,West Indies,North America
951,GC Smith,South Africa,37,1,52,31,3,1,119.35,1,West Indies,North Sound,19-May-10,2010,0,0,1,West Indies,North America
952,J Charles,West Indies,37,1,28,21,6,1,176.19,1,Australia,Bridgetown,30-Mar-12,2012,0,0,1,West Indies,North America
953,DJ Bravo,West Indies,37,1,37,31,1,3,119.35,1,Australia,Colombo (RPS),5-Oct-12,2012,0,0,1,Sri Lanka,Asia
954,SR Watson,Australia,37,1,30,16,4,2,231.25,1,England,Southampton,29-Aug-13,2013,0,0,1,England,Europe
955,KS Williamson,New Zealand,37,1,48,28,5,0,132.14,2,West Indies,Roseau,6-Jul-14,2014,0,0,1,United States of America,North America
956,CR Woakes,England,37,1,31,24,1,3,154.16,1,Pakistan,Sharjah,30-Nov-15,2015,0,0,1,United Arab Emirates,Asia
957,MN Samuels,West Indies,37,1,31,27,8,0,137.03,2,England,Mumbai,16-Mar-16,2016,0,0,1,India,Asia
958,AD Hales,England,37,1,40,26,5,0,142.3,1,Pakistan,Manchester,7-Sep-16,2016,0,0,1,England,Europe
959,MJ Santner,New Zealand,37,1,43,28,4,0,132.14,2,Pakistan,Auckland,25-Jan-18,2018,0,0,1,New Zealand,Australia
960,MK Pandey,INDIA,37,1,-,35,3,1,105.71,1,Sri Lanka,Colombo (RPS),6-Mar-18,2018,0,0,1,Sri Lanka,Asia
961,KS Williamson,New Zealand,37,1,-,34,2,0,108.82,1,Pakistan,Dubai (DSC),2-Nov-18,2018,0,0,1,United Arab Emirates,Asia
962,CA Lynn,Australia,37,1,-,20,1,4,185,1,India,Brisbane,21-Nov-18,2018,0,0,1,Australia,Australia
963,DJM Short,Australia,37,1,63,37,5,0,100,2,India,Visakhapatnam,24-Feb-19,2019,0,0,1,India,Asia
964,JM Bairstow,England,37,1,32,31,4,2,119.35,2,West Indies,Basseterre,10-Mar-19,2019,0,0,1,West Indies,North America
965,AJ Finch,Australia,37,1,-,25,1,3,148,2,Sri Lanka,Melbourne,1-Nov-19,2019,0,0,1,Australia,Australia
966,KA Pollard,West Indies,37,1,-,19,1,4,194.73,1,India,Hyderabad (Deccan),6-Dec-19,2019,0,0,1,India,Asia
967,HE van der Dussen,South Africa,37,1,38,26,2,2,142.3,1,Australia,Port Elizabeth,23-Feb-20,2020,0,0,1,South Africa,Africa
968,SM Pollock,South Africa,36,0,35,25,2,2,144,2,West Indies,Johannesburg,18-Jan-08,2008,0,0,1,South Africa,Africa
969,MV Boucher,South Africa,36,0,43,22,5,0,163.63,2,Australia,Johannesburg,27-Mar-09,2009,0,0,1,South Africa,Africa
970,N Deonarine,West Indies,36,0,42,29,4,0,124.13,1,Australia,Sydney,23-Feb-10,2010,0,0,1,Australia,Australia
971,NL McCullum,New Zealand,36,0,53,39,2,0,92.3,1,Sri Lanka,Lauderhill,23-May-10,2010,0,0,1,United States of America,North America
972,DA Miller,South Africa,36,0,26,24,5,1,150,2,Zimbabwe,Bloemfontein,8-Oct-10,2010,0,0,1,South Africa,Africa
973,V Kohli,INDIA,36,0,45,32,4,1,112.5,2,Pakistan,Dhaka,21-Mar-14,2014,0,0,1,Bangladesh,Asia
974,LRPL Taylor,New Zealand,36,0,26,23,2,1,156.52,1,Pakistan,Mohali,22-Mar-16,2016,0,0,1,India,Asia
975,MS Dhoni,INDIA,36,0,47,27,3,0,133.33,1,England,Kanpur,26-Jan-17,2017,0,0,1,India,Asia
976,MN Samuels,West Indies,36,0,-,29,5,1,124.13,2,India,Kingston,9-Jul-17,2017,0,0,1,West Indies,North America
977,F Behardien,South Africa,36,0,24,17,2,2,211.76,1,Bangladesh,Bloemfontein,26-Oct-17,2017,0,0,1,South Africa,Africa
978,DJM Short,Australia,36,0,67,33,3,1,109.09,2,England,Melbourne,10-Feb-18,2018,0,0,1,Australia,Australia
979,AJ Finch,Australia,36,0,22,14,3,3,257.14,2,New Zealand,Auckland,16-Feb-18,2018,0,0,1,New Zealand,Australia
980,BB McCullum,New Zealand,36,1,29,24,5,1,150,2,Australia,Auckland,17-Feb-05,2005,0,0,1,New Zealand,Australia
981,JP Duminy,South Africa,36,1,34,28,4,1,128.57,2,Bangladesh,Cape Town,15-Sep-07,2007,0,0,1,South Africa,Africa
982,OA Shah,England,36,1,44,31,1,2,116.12,2,South Africa,Cape Town,16-Sep-07,2007,0,0,1,South Africa,Africa
983,BJ Hodge,Australia,36,1,36,29,3,0,124.13,1,Pakistan,Johannesburg,18-Sep-07,2007,0,0,1,South Africa,Africa
984,MV Boucher,South Africa,36,1,69,41,4,0,87.8,2,India,Durban,20-Sep-07,2007,0,0,1,South Africa,Africa
985,JA Morkel,South Africa,36,1,60,37,2,1,97.29,2,India,Durban,20-Sep-07,2007,0,0,1,South Africa,Africa
986,MS Dhoni,INDIA,36,1,21,18,4,1,200,1,Australia,Durban,22-Sep-07,2007,0,0,1,South Africa,Africa
987,L Ronchi,Australia,36,1,33,22,6,1,163.63,1,West Indies,Bridgetown,20-Jun-08,2008,0,0,1,West Indies,North America
988,XM Marshall,West Indies,36,1,24,15,3,3,240,2,Australia,Bridgetown,20-Jun-08,2008,0,0,1,West Indies,North America
989,AB de Villiers,South Africa,36,1,32,26,2,1,138.46,1,Bangladesh,Johannesburg,5-Nov-08,2008,0,0,1,South Africa,Africa
990,NT Broom,New Zealand,36,1,31,26,6,0,138.46,2,Australia,Sydney,15-Feb-09,2009,0,0,1,Australia,Australia
991,RG Sharma,INDIA,36,1,34,23,3,2,156.52,1,Bangladesh,Nottingham,6-Jun-09,2009,0,0,1,England,Europe
992,GJ Hopkins,New Zealand,36,1,20,17,3,2,211.76,1,Australia,Christchurch,28-Feb-10,2010,0,0,1,New Zealand,Australia
993,GC Smith,South Africa,36,1,35,28,1,2,128.57,2,India,Gros Islet,2-May-10,2010,0,0,1,West Indies,North America
994,J Charles,West Indies,36,1,45,39,3,1,92.3,1,England,The Oval,23-Sep-11,2011,0,0,1,England,Europe
995,MR Marsh,Australia,36,1,28,21,0,4,171.42,1,South Africa,Johannesburg,16-Oct-11,2011,0,0,1,South Africa,Africa
996,AJ Finch,Australia,36,1,33,23,6,0,156.52,1,India,Melbourne,3-Feb-12,2012,0,0,1,Australia,Australia
997,J Charles,West Indies,36,1,43,32,4,1,112.5,1,New Zealand,Lauderhill,1-Jul-12,2012,0,0,1,United States of America,North America
998,HM Amla,South Africa,36,1,33,27,6,0,133.33,2,England,Birmingham,12-Sep-12,2012,0,0,1,England,Europe
999,AB de Villiers,South Africa,36,1,30,22,4,2,163.63,2,Pakistan,Centurion,3-Mar-13,2013,0,0,1,South Africa,Africa
1000,DA Miller,South Africa,36,1,25,21,1,2,171.42,1,Sri Lanka,Hambantota,4-Aug-13,2013,0,0,1,Sri Lanka,Asia
1001,CH Gayle,West Indies,36,1,40,30,1,4,120,2,England,Bridgetown,11-Mar-14,2014,0,0,1,West Indies,North America
1002,MM Ali,England,36,1,35,23,6,1,156.52,1,New Zealand,Chattogram,22-Mar-14,2014,0,0,1,Bangladesh,Asia
1003,LMP Simmons,West Indies,36,1,44,34,3,2,105.88,1,New Zealand,Roseau,6-Jul-14,2014,0,0,1,United States of America,North America
1004,F Behardien,South Africa,36,1,33,27,3,1,133.33,2,New Zealand,Centurion,16-Aug-15,2015,0,0,1,South Africa,Africa
1005,HM Amla,South Africa,36,1,33,24,5,0,150,2,India,Dharamsala,2-Oct-15,2015,0,0,1,India,Asia
1006,C Munro,New Zealand,36,1,33,26,2,2,138.46,1,Sri Lanka,Mount Maunganui,7-Jan-16,2016,0,0,1,New Zealand,Australia
1007,JC Buttler,England,36,1,29,22,1,3,163.63,1,West Indies,Kolkata,3-Apr-16,2016,0,0,1,India,Asia
1008,UT Khawaja,Australia,36,1,-,22,2,2,163.63,1,Sri Lanka,Pallekele,6-Sep-16,2016,0,0,1,Sri Lanka,Asia
1009,F du Plessis,South Africa,36,1,36,25,1,3,144,1,New Zealand,Auckland,17-Feb-17,2017,0,0,1,New Zealand,Australia
1010,AD Hales,England,36,1,63,28,2,2,128.57,1,South Africa,Cardiff,25-Jun-17,2017,0,0,1,England,Europe
1011,M Mosehle,South Africa,36,1,36,22,1,4,163.63,2,England,Cardiff,25-Jun-17,2017,0,0,1,England,Europe
1012,SD Hope,West Indies,36,1,-,19,6,0,189.47,2,Bangladesh,Dhaka,20-Dec-18,2018,0,0,1,Bangladesh,Asia
1013,JM Vince,England,36,1,-,27,3,1,133.33,2,Pakistan,Cardiff,5-May-19,2019,0,0,1,England,Europe
1014,S Dhawan,INDIA,36,1,35,25,4,2,144,1,South Africa,Bengaluru,22-Sep-19,2019,0,0,1,India,Asia
1015,CJ Jordan,England,36,1,16,19,3,3,189.47,2,New Zealand,Wellington,3-Nov-19,2019,0,0,1,New Zealand,Australia
1016,BJ Hodge,Australia,35,0,36,22,2,2,159.09,1,Zimbabwe,Cape Town,12-Sep-07,2007,0,0,1,South Africa,Africa
1017,MH Yardy,England,35,0,25,26,4,0,134.61,2,Pakistan,Cardiff,5-Sep-10,2010,0,0,1,England,Europe
1018,JP Duminy,South Africa,35,0,31,22,2,2,159.09,2,Zimbabwe,Bloemfontein,8-Oct-10,2010,0,0,1,South Africa,Africa
1019,MN Samuels,West Indies,35,0,52,35,3,0,100,1,England,The Oval,25-Sep-11,2011,0,0,1,England,Europe
1020,DJ Bravo,West Indies,35,0,18,11,1,4,318.18,1,New Zealand,Lauderhill,1-Jul-12,2012,0,0,1,United States of America,North America
1021,SK Raina,INDIA,35,0,50,24,3,1,145.83,1,England,Mumbai,22-Dec-12,2012,0,0,1,India,Asia
1022,SK Raina,INDIA,35,0,34,28,4,1,125,2,Pakistan,Dhaka,21-Mar-14,2014,0,0,1,Bangladesh,Asia
1023,AD Russell,West Indies,35,0,-,21,3,3,166.66,2,Bangladesh,Basseterre,31-Jul-18,2018,0,0,1,West Indies,North America
1024,SC Kuggeleijn,New Zealand,35,0,23,15,1,4,233.33,1,Sri Lanka,Auckland,11-Jan-19,2019,0,0,1,New Zealand,Australia
1025,DA Miller,South Africa,35,0,54,20,3,2,175,1,England,Centurion,16-Feb-20,2020,0,0,1,South Africa,Africa
1026,DS Smith,West Indies,35,1,58,34,3,0,102.94,1,South Africa,Johannesburg,11-Sep-07,2007,0,0,1,South Africa,Africa
1027,JDP Oram,New Zealand,35,1,20,15,2,3,233.33,1,India,Johannesburg,16-Sep-07,2007,0,0,1,South Africa,Africa
1028,RV Uthappa,INDIA,35,1,38,26,6,0,134.61,2,Australia,Mumbai (BS),20-Oct-07,2007,0,0,1,India,Asia
1029,SK Raina,INDIA,35,1,48,27,5,1,129.62,2,Sri Lanka,Colombo (RPS),10-Feb-09,2009,0,0,1,Sri Lanka,Asia
1030,DJ Hussey,Australia,35,1,27,22,3,2,159.09,1,India,Bridgetown,7-May-10,2010,0,0,1,West Indies,North America
1031,BJ Haddin,Australia,35,1,-,30,3,1,116.66,1,Sri Lanka,Perth,31-Oct-10,2010,0,0,1,Australia,Australia
1032,BB McCullum,New Zealand,35,1,39,31,4,1,112.9,1,South Africa,Hamilton,19-Feb-12,2012,0,0,1,New Zealand,Australia
1033,JEC Franklin,New Zealand,35,1,64,36,2,1,97.22,1,Bangladesh,Pallekele,21-Sep-12,2012,0,0,1,Sri Lanka,Asia
1034,C Kieswetter,England,35,1,38,25,4,2,140,2,India,Colombo (RPS),23-Sep-12,2012,0,0,1,Sri Lanka,Asia
1035,DJ Bravo,West Indies,35,1,61,44,2,1,79.54,2,Pakistan,Kingstown,28-Jul-13,2013,0,0,1,West Indies,North America
1036,SR Watson,Australia,35,1,38,28,2,2,125,2,South Africa,Centurion,14-Mar-14,2014,0,0,1,South Africa,Africa
1037,BJ Hodge,Australia,35,1,39,26,2,1,134.61,1,West Indies,Dhaka,28-Mar-14,2014,0,0,1,Bangladesh,Asia
1038,BB McCullum,New Zealand,35,1,17,15,2,4,233.33,2,England,Manchester,23-Jun-15,2015,0,0,1,England,Europe
1039,Yuvraj Singh,INDIA,35,1,30,18,3,3,194.44,2,Sri Lanka,Dhaka,1-Mar-16,2016,0,0,1,Bangladesh,Asia
1040,MR Marsh,Australia,35,1,43,25,1,2,140,1,South Africa,Durban,4-Mar-16,2016,0,0,1,South Africa,Africa
1041,C Munro,New Zealand,35,1,51,33,1,2,106.06,1,Bangladesh,Kolkata,26-Mar-16,2016,0,0,1,India,Asia
1042,MN Samuels,West Indies,35,1,-,36,2,2,97.22,2,Afghanistan,Basseterre,2-Jun-17,2017,0,0,1,West Indies,North America
1043,AB de Villiers,South Africa,35,1,27,19,2,2,184.21,2,England,Cardiff,25-Jun-17,2017,0,0,1,England,Europe
1044,S Dhawan,INDIA,35,1,-,27,5,1,129.62,1,Bangladesh,Colombo (RPS),14-Mar-18,2018,0,0,1,Sri Lanka,Asia
1045,JE Root,England,35,1,-,24,4,0,145.83,1,Australia,Birmingham,27-Jun-18,2018,0,0,1,England,Europe
1046,JM Bairstow,England,35,1,-,28,5,1,125,2,New Zealand,Christchurch,1-Nov-19,2019,0,0,1,New Zealand,Australia
1047,JM Bairstow,England,35,1,23,17,2,3,205.88,1,South Africa,Durban,14-Feb-20,2020,0,0,1,South Africa,Africa
1048,Q de Kock,South Africa,35,1,32,24,1,4,145.83,1,England,Centurion,16-Feb-20,2020,0,0,1,South Africa,Africa
1049,AD Russell,West Indies,35,1,-,14,2,4,250,1,Sri Lanka,Pallekele,4-Mar-20,2020,0,0,1,Sri Lanka,Asia
1050,MP Stoinis,Australia,35,1,-,26,2,2,134.61,1,England,Southampton,6-Sep-20,2020,0,0,1,England,Europe
1051,CD Barnwell,West Indies,34,0,12,16,2,3,212.5,2,India,Port of Spain,4-Jun-11,2011,0,0,1,West Indies,North America
1052,SK Raina,INDIA,34,0,43,25,3,1,136,1,Sri Lanka,Pallekele,7-Aug-12,2012,0,0,1,Sri Lanka,Asia
1053,L Ronchi,New Zealand,34,0,48,25,3,1,136,1,Sri Lanka,Pallekele,21-Nov-13,2013,0,0,1,Sri Lanka,Asia
1054,DJG Sammy,West Indies,34,0,16,13,2,3,261.53,2,Australia,Dhaka,28-Mar-14,2014,0,0,1,Bangladesh,Asia
1055,DA Miller,South Africa,34,0,-,26,3,0,130.76,1,Australia,Sydney,9-Nov-14,2014,0,0,1,Australia,Australia
1056,D Ramdin,West Indies,34,0,36,22,1,2,154.54,1,Sri Lanka,Colombo (RPS),11-Nov-15,2015,0,0,1,Sri Lanka,Asia
1057,CR Brathwaite,West Indies,34,0,23,10,1,4,340,2,England,Kolkata,3-Apr-16,2016,0,0,1,India,Asia
1058,CR Brathwaite,West Indies,34,0,-,27,2,2,125.92,1,Pakistan,Bridgetown,26-Mar-17,2017,0,0,1,West Indies,North America
1059,JP Duminy,South Africa,34,0,28,14,2,3,242.85,1,Sri Lanka,Johannesburg,24-Mar-19,2019,0,0,1,South Africa,Africa
1060,EJG Morgan,England,34,0,-,21,4,1,161.9,2,New Zealand,Christchurch,1-Nov-19,2019,0,0,1,New Zealand,Australia
1061,KP Pietersen,England,34,1,19,18,3,1,188.88,1,Australia,Southampton,13-Jun-05,2005,0,0,1,England,Europe
1062,V Sehwag,INDIA,34,1,45,29,5,1,117.24,2,South Africa,Johannesburg,1-Dec-06,2006,0,0,1,South Africa,Africa
1063,RV Uthappa,INDIA,34,1,38,28,1,3,121.42,1,Australia,Durban,22-Sep-07,2007,0,0,1,South Africa,Africa
1064,RJ Peterson,South Africa,34,1,44,27,3,2,125.92,1,Australia,Centurion,29-Mar-09,2009,0,0,1,South Africa,Africa
1065,LJ Wright,England,34,1,31,16,6,1,212.5,1,Pakistan,The Oval,7-Jun-09,2009,0,0,1,England,Europe
1066,JH Kallis,South Africa,34,1,35,33,0,2,103.03,1,Afghanistan,Bridgetown,5-May-10,2010,0,0,1,West Indies,North America
1067,DJ Hussey,Australia,34,1,29,28,4,1,121.42,2,Pakistan,Birmingham,5-Jul-10,2010,0,0,1,England,Europe
1068,SPD Smith,Australia,34,1,-,23,3,1,147.82,1,Sri Lanka,Perth,31-Oct-10,2010,0,0,1,Australia,Australia
1069,SB Styris,New Zealand,34,1,14,14,3,3,242.85,1,Pakistan,Hamilton,28-Dec-10,2010,0,0,1,New Zealand,Australia
1070,J Botha,South Africa,34,1,40,28,3,1,121.42,2,Australia,Johannesburg,16-Oct-11,2011,0,0,1,South Africa,Africa
1071,Yuvraj Singh,INDIA,34,1,49,26,1,2,130.76,2,New Zealand,Chennai,11-Sep-12,2012,0,0,1,India,Asia
1072,GP Swann,England,34,1,22,20,4,1,170,2,Sri Lanka,Pallekele,1-Oct-12,2012,0,0,1,Sri Lanka,Asia
1073,LJ Wright,England,34,1,29,21,3,1,161.9,1,India,Pune,20-Dec-12,2012,0,0,1,India,Asia
1074,NJ Maddinson,Australia,34,1,19,16,6,1,212.5,1,India,Rajkot,10-Oct-13,2013,0,0,1,India,Asia
1075,EJG Morgan,England,34,1,31,20,2,2,170,2,Australia,Sydney,2-Feb-14,2014,0,0,1,Australia,Australia
1076,CH Gayle,West Indies,34,1,49,33,1,2,103.03,1,India,Dhaka,23-Mar-14,2014,0,0,1,Bangladesh,Asia
1077,JC Buttler,England,34,1,37,24,2,1,141.66,2,South Africa,Chattogram,29-Mar-14,2014,0,0,1,Bangladesh,Asia
1078,M Vijay,INDIA,34,1,35,19,5,1,178.94,1,Zimbabwe,Harare,17-Jul-15,2015,0,0,1,Zimbabwe,Africa
1079,J Charles,West Indies,34,1,42,25,1,3,136,1,Sri Lanka,Colombo (RPS),11-Nov-15,2015,0,0,1,Sri Lanka,Asia
1080,JE Root,England,34,1,22,17,4,2,200,1,South Africa,Johannesburg,21-Feb-16,2016,0,0,1,South Africa,Africa
1081,CJ Anderson,New Zealand,34,1,60,42,3,0,80.95,1,India,Nagpur,15-Mar-16,2016,0,0,1,India,Asia
1082,SK Raina,INDIA,34,1,35,23,4,1,147.82,1,England,Kanpur,26-Jan-17,2017,0,0,1,India,Asia
1083,JC Buttler,England,34,1,-,21,7,0,161.9,1,India,Bristol,8-Jul-18,2018,0,0,1,England,Europe
1084,F du Plessis,South Africa,34,1,25,20,5,2,170,1,Zimbabwe,East London,9-Oct-18,2018,0,0,1,South Africa,Africa
1085,NM Coulter-Nile,Australia,34,1,-,29,6,0,117.24,2,Pakistan,Abu Dhabi,24-Oct-18,2018,0,0,1,United Arab Emirates,Asia
1086,C Munro,New Zealand,34,1,37,20,2,2,170,1,India,Wellington,6-Feb-19,2019,0,0,1,New Zealand,Australia
1087,KS Williamson,New Zealand,34,1,33,22,0,3,154.54,1,India,Wellington,6-Feb-19,2019,0,0,1,New Zealand,Australia
1088,HE van der Dussen,South Africa,34,1,48,30,1,1,113.33,2,Sri Lanka,Cape Town,19-Mar-19,2019,0,0,1,South Africa,Africa
1089,SS Iyer,INDIA,34,1,-,26,3,1,130.76,2,Sri Lanka,Indore,7-Jan-20,2020,0,0,1,India,Asia
1090,KA Pollard,West Indies,34,1,-,15,3,2,226.66,1,Sri Lanka,Pallekele,4-Mar-20,2020,0,0,1,Sri Lanka,Asia
1091,JDP Oram,New Zealand,33,0,30,19,2,2,173.68,1,Sri Lanka,Johannesburg,15-Sep-07,2007,0,0,1,South Africa,Africa
1092,KD Mills,New Zealand,33,0,26,24,1,2,137.5,1,South Africa,Johannesburg,23-Nov-07,2007,0,0,1,South Africa,Africa
1093,IK Pathan,INDIA,33,0,22,16,2,2,206.25,2,Sri Lanka,Colombo (RPS),10-Feb-09,2009,0,0,1,Sri Lanka,Asia
1094,YK Pathan,INDIA,33,0,29,17,1,2,194.11,2,England,Lord's,14-Jun-09,2009,0,0,1,India,Asia
1095,JC Buttler,England,33,0,28,21,0,3,157.14,1,India,Pune,20-Dec-12,2012,0,0,1,India,Asia
1096,CA Lynn,Australia,33,0,21,19,1,3,173.68,1,England,Hobart,29-Jan-14,2014,0,0,1,Australia,Australia
1097,HH Pandya,INDIA,33,0,-,14,4,2,235.71,2,England,Bristol,8-Jul-18,2018,0,0,1,England,Europe
1098,JP Duminy,South Africa,33,0,42,26,3,1,126.92,2,Zimbabwe,Potchefstroom,12-Oct-18,2018,0,0,1,South Africa,Africa
1099,MP Stoinis,Australia,33,0,-,19,3,1,173.68,1,India,Brisbane,21-Nov-18,2018,0,0,1,Australia,Australia
1100,KD Karthik,INDIA,33,0,29,16,0,4,206.25,2,New Zealand,Hamilton,10-Feb-19,2019,0,0,1,New Zealand,Australia
1101,JP Duminy,South Africa,33,0,33,17,2,2,194.11,1,Sri Lanka,Centurion,22-Mar-19,2019,0,0,1,South Africa,Africa
1102,RR Pant,INDIA,33,0,-,22,3,1,150,1,West Indies,Thiruvananthapuram,8-Dec-19,2019,0,0,1,India,Asia
1103,TL Seifert,New Zealand,33,0,35,26,1,2,126.92,1,India,Auckland,26-Jan-20,2020,0,0,1,New Zealand,Australia
1104,SS Iyer,INDIA,33,0,-,31,1,2,106.45,1,New Zealand,Mount Maunganui,2-Feb-20,2020,0,0,1,New Zealand,Australia
1105,AJ Strauss,England,33,1,33,21,6,0,157.14,2,Sri Lanka,Southampton,15-Jun-06,2006,0,0,1,England,Europe
1106,A Symonds,Australia,33,1,40,25,4,0,132,1,Zimbabwe,Cape Town,12-Sep-07,2007,0,0,1,South Africa,Africa
1107,MS Dhoni,INDIA,33,1,46,31,3,1,106.45,1,Pakistan,Durban,14-Sep-07,2007,0,0,1,South Africa,Africa
1108,JP Duminy,South Africa,33,1,34,19,3,2,173.68,2,New Zealand,Johannesburg,23-Nov-07,2007,0,0,1,South Africa,Africa
1109,MJ Clarke,Australia,33,1,43,26,3,1,126.92,1,New Zealand,Perth,11-Dec-07,2007,0,0,1,Australia,Australia
1110,SR Watson,Australia,33,1,-,14,5,0,235.71,1,Pakistan,Dubai (DSC),7-May-09,2009,0,0,1,United Arab Emirates,Asia
1111,OA Shah,England,33,1,26,32,3,1,103.12,1,Pakistan,The Oval,7-Jun-09,2009,0,0,1,England,Europe
1112,GC Smith,South Africa,33,1,55,35,4,0,94.28,1,New Zealand,Lord's,9-Jun-09,2009,0,0,1,India,Asia
1113,DA Warner,Australia,33,1,-,26,3,0,126.92,1,England,Manchester,30-Aug-09,2009,0,0,1,England,Europe
1114,IJL Trott,England,33,1,34,25,5,0,132,1,South Africa,Johannesburg,13-Nov-09,2009,0,0,1,South Africa,Africa
1115,JD Ryder,New Zealand,33,1,43,28,2,2,117.85,2,South Africa,Bridgetown,6-May-10,2010,0,0,1,West Indies,North America
1116,BB McCullum,New Zealand,33,1,36,29,5,0,113.79,1,Pakistan,Bridgetown,8-May-10,2010,0,0,1,West Indies,North America
1117,BB McCullum,New Zealand,33,1,46,32,4,0,103.12,1,England,Gros Islet,10-May-10,2010,0,0,1,West Indies,North America
1118,MJ Lumb,England,33,1,44,26,4,1,126.92,2,Sri Lanka,Gros Islet,13-May-10,2010,0,0,1,West Indies,North America
1119,DA Miller,South Africa,33,1,37,26,0,2,126.92,1,West Indies,North Sound,20-May-10,2010,0,0,1,West Indies,North America
1120,DJ Hussey,Australia,33,1,46,27,3,0,122.22,2,Pakistan,Birmingham,6-Jul-10,2010,0,0,1,England,Europe
1121,SM Davies,England,33,1,41,27,3,0,122.22,2,Pakistan,Cardiff,5-Sep-10,2010,0,0,1,England,Europe
1122,LE Bosman,South Africa,33,1,30,15,2,3,220,2,Zimbabwe,Bloemfontein,8-Oct-10,2010,0,0,1,South Africa,Africa
1123,SK Raina,INDIA,33,1,26,19,2,3,173.68,1,England,Manchester,31-Aug-11,2011,0,0,1,England,Europe
1124,KP Pietersen,England,33,1,31,23,5,0,143.47,2,India,Manchester,31-Aug-11,2011,0,0,1,England,Europe
1125,DR Smith,West Indies,33,1,21,21,3,2,157.14,1,England,The Oval,23-Sep-11,2011,0,0,1,England,Europe
1126,CA Ingram,South Africa,33,1,39,28,3,1,117.85,1,Australia,Cape Town,13-Oct-11,2011,0,0,1,South Africa,Africa
1127,HM Amla,South Africa,33,1,32,22,4,1,150,1,New Zealand,Auckland,22-Feb-12,2012,0,0,1,New Zealand,Australia
1128,RJ Nicol,New Zealand,33,1,21,19,5,1,173.68,2,South Africa,Auckland,22-Feb-12,2012,0,0,1,New Zealand,Australia
1129,KP Pietersen,England,33,1,26,21,4,1,157.14,2,Pakistan,Dubai (DSC),23-Feb-12,2012,0,0,1,United Arab Emirates,Asia
1130,SR Watson,Australia,33,1,48,28,2,2,117.85,2,Pakistan,Dubai (DSC),7-Sep-12,2012,0,0,1,United Arab Emirates,Asia
1131,RJ Nicol,New Zealand,33,1,29,28,3,1,117.85,2,Pakistan,Pallekele,23-Sep-12,2012,0,0,1,Sri Lanka,Asia
1132,DA Miller,South Africa,33,1,35,18,2,2,183.33,1,New Zealand,East London,23-Dec-12,2012,0,0,1,South Africa,Africa
1133,MS Dhoni,INDIA,33,1,39,23,4,0,143.47,1,Pakistan,Ahmedabad,28-Dec-12,2012,0,0,1,India,Asia
1134,D Ramdin,West Indies,33,1,33,21,4,1,157.14,2,England,Bridgetown,13-Mar-14,2014,0,0,1,West Indies,North America
